X;Y;Z;Tempo
1.155234;1.092494;2.913745;11:17:29
1.133989;1.089216;2.935688;11:17:30
1.119087;1.078636;2.928019;11:17:31
1.115817;1.084163;2.922988;11:17:32
1.086428;1.182506;2.92943;11:17:33
1.098936;1.084132;2.88414;11:17:34
1.099823;1.055131;2.88858;11:17:35
1.11928;1.064763;2.913294;11:17:36
1.142129;1.059689;2.909829;11:17:37
1.140088;1.057789;2.925567;11:17:38
1.114793;1.055899;2.748773;11:17:39
0.8547083;1.072123;2.556433;11:17:40
0.9877355;1.083148;2.45586;11:17:41
1.05003;1.064795;2.51412;11:17:42
0.9116516;1.042469;2.750167;11:17:43
0.8536118;1.053433;2.722403;11:17:44
0.9795479;1.059065;2.737346;11:17:45
1.01873;1.085043;2.698025;11:17:46
0.9649624;1.087661;2.667262;11:17:47
0.9790111;1.087744;2.688068;11:17:48
0.9760557;1.084566;2.699395;11:17:49
0.9233019;1.178134;2.79347;11:17:50
0.8266722;1.033198;2.94376;11:17:51
0.5237117;1.019528;2.8507;11:17:52
0.3909334;1.000399;2.691705;11:17:53
0.3889027;0.946349;2.632265;11:17:54
0.370872;0.9249104;2.643938;11:17:55
0.3762764;0.9369065;2.668114;11:17:56
0.3863386;0.940364;2.696476;11:17:57
0.3775765;0.9539248;2.699383;11:17:58
0.3570134;0.9561428;2.723001;11:17:59
0.3654553;0.9562196;2.737306;11:18:00
0.3851048;0.9469354;2.753633;11:18:01
0.3829541;0.9581949;2.745474;11:18:02
0.3759855;0.9580145;2.741148;11:18:03
0.3705725;0.9514707;2.741707;11:18:04
0.3608969;0.9502623;2.740518;11:18:05
0.3691312;0.9508588;2.746496;11:18:06
0.3798266;0.947104;2.734134;11:18:07
0.3829274;0.945728;2.7292;11:18:08
0.3845271;0.9487442;2.735676;11:18:09
0.3675943;0.9453247;2.754712;11:18:10
0.3836466;0.9476975;2.75308;11:18:11
0.3822638;0.951922;2.75317;11:18:12
0.3006032;0.9424441;2.813711;11:18:13
0.3552693;0.9383288;2.849123;11:18:14
0.3831316;0.927977;2.868767;11:18:15
0.3847544;0.926934;2.931072;11:18:16
0.6623951;0.92054;2.966599;11:18:17
1.004587;0.9269972;3.218142;11:18:18
1.457781;0.9272941;3.334652;11:18:19
1.758754;0.9684761;3.28139;11:18:20
1.905268;0.9695756;3.396902;11:18:21
1.952213;0.9644243;3.372801;11:18:22
1.694242;0.9437633;3.314082;11:18:23
1.269056;0.9234256;3.03434;11:18:24
0.9037957;0.9297193;2.593351;11:18:25
0.5472722;0.9236691;2.312252;11:18:26
0.6626279;0.9219013;2.311825;11:18:27
0.9339031;0.9136446;2.462365;11:18:28
1.135909;0.9230394;2.526197;11:18:29
1.009617;0.9290879;2.302994;11:18:30
0.6012112;0.9277129;2.00112;11:18:31
0.04507643;0.9364741;1.685553;11:18:32
0.3625895;0.8966484;1.877056;11:18:33
0.5885931;0.909446;2.246706;11:18:34
0.8913628;0.9124056;2.40365;11:18:36
1.233504;0.9103916;2.442044;11:18:37
1.16235;0.9121124;2.365336;11:18:38
0.8315372;0.8909725;2.214249;11:18:39
0.7987492;0.8883443;2.105766;11:18:40
0.7341368;0.8787479;2.267215;11:18:41
0.6484698;0.8623642;2.2085;11:18:42
0.4235991;0.8690842;2.297632;11:18:43
0.3207213;0.8613439;2.35504;11:18:44
0.3323374;0.8782476;2.398789;11:18:45
0.2413679;0.8696593;2.361009;11:18:46
0.3166913;0.8701627;2.359357;11:18:47
0.2322376;0.8386775;2.395199;11:18:48
0.3479827;0.8504613;2.395319;11:18:49
0.4730369;0.8809465;2.456624;11:18:50
0.4675589;0.8867368;2.436479;11:18:51
0.2831688;0.9191924;2.190143;11:18:52
-0.06556651;0.9341469;1.834545;11:18:53
-0.06058577;0.9380896;1.791263;11:18:54
0.01737818;0.9425709;1.839045;11:18:55
0.02244174;0.9424391;1.835593;11:18:56
0.02561471;0.935132;1.806067;11:18:57
0.1052136;0.934212;1.831309;11:18:58
0.04838243;0.9359814;1.838397;11:18:59
0.0292159;0.9521313;1.791487;11:19:00
0.160693;0.9359404;1.857396;11:19:01
0.3122106;0.9364331;2.148471;11:19:02
0.6134566;0.9433641;2.155508;11:19:03
0.6100545;0.9498365;2.363569;11:19:04
0.4382153;0.9527585;2.606491;11:19:05
-0.1831955;0.9159801;2.985685;11:19:06
-0.7389258;0.9235427;3.370097;11:19:07
-0.7849565;0.9212164;3.514522;11:19:08
-1.315881;0.9178677;3.492995;11:19:09
-1.590491;0.921683;3.614216;11:19:10
-1.551086;0.9232999;3.35341;11:19:11
-1.067154;0.9044707;3.232055;11:19:12
-0.5005088;0.91309;2.759753;11:19:13
-0.1431136;0.9226315;2.073335;11:19:14
0.1166683;0.9366386;1.831799;11:19:15
-0.08664307;0.9315255;2.44035;11:19:16
-0.6780958;0.9204711;3.147945;11:19:17
-1.366044;0.8841813;3.724674;11:19:18
-1.856905;0.8864017;4.245412;11:19:19
-2.103215;0.8901746;4.815399;11:19:20
-2.141681;0.8934506;5.087126;11:19:21
-1.99749;0.8761669;4.879972;11:19:22
-1.937919;0.8487784;4.412116;11:19:23
-1.481814;0.8871996;3.74055;11:19:24
-0.906091;0.8962981;3.220672;11:19:25
-0.4565905;0.9156687;2.704983;11:19:26
-0.2932498;0.9422214;2.091811;11:19:27
-0.4500156;0.9716018;1.578383;11:19:28
-0.4356781;0.9737068;1.619784;11:19:29
-0.383685;0.9837164;1.630594;11:19:30
-0.2640295;0.9508349;1.693986;11:19:31
-0.3959121;0.7831272;1.859605;11:19:32
-0.5349334;0.6789852;2.015856;11:19:33
-0.3951122;0.7281766;1.909848;11:19:34
-0.4085805;0.7811339;1.776953;11:19:35
-0.4014007;0.7778668;1.71954;11:19:36
-0.3779293;0.7865518;1.780444;11:19:37
-0.2158092;0.861289;1.795632;11:19:38
-0.2094443;0.8065691;1.907102;11:19:39
0.0707877;0.8438694;1.745103;11:19:40
0.09504658;0.911302;1.715202;11:19:41
0.1332939;0.9061021;1.764037;11:19:42
0.1538186;0.8979391;1.773081;11:19:43
0.1125884;0.8777179;1.759684;11:19:44
0.1162224;0.8885742;1.726141;11:19:45
0.2101978;0.9509827;1.730752;11:19:46
0.1906379;0.9527285;1.693124;11:19:47
0.1480444;0.9458809;1.697401;11:19:48
0.1587124;0.9521505;1.746603;11:19:49
0.1448492;0.9408389;1.712965;11:19:50
0.114997;0.9318524;1.706786;11:19:51
0.1265535;0.9313253;1.705161;11:19:52
0.1311297;0.9285986;1.720387;11:19:53
0.1474707;0.924768;1.718753;11:19:54
0.1643092;0.9090606;1.726589;11:19:55
0.1618679;0.8990966;1.728961;11:19:56
0.1449168;0.9128461;1.727621;11:19:57
0.1672955;0.9415579;1.774562;11:19:58
0.1360698;0.9298034;1.806306;11:19:59
0.1272226;0.9277675;1.795984;11:20:00
0.1308563;0.9133741;1.807481;11:20:01
0.1173878;0.910641;1.82482;11:20:02
0.1496873;0.9664117;1.886693;11:20:03
0.04951429;0.9374688;2.048334;11:20:04
-0.04811952;0.5968452;2.013917;11:20:05
-0.06625292;0.5969255;1.835916;11:20:06
-0.1018854;0.609438;1.833784;11:20:07
